Problema,Tipo
Celeste tiene 90 melocotones y Juan tiene 46 toronjas ¿Cuantos frutas hay en total?,Suma
hay 26 tortillas en una mesa y se comen 21 ¿Cuantos tortillas quedan?,Resta
un bombero tiene 81 balones y le entregan 28 balones ¿Cuantos tienen entre los dos?,Suma
Gustavo tiene 56 balones de rugby y Cesar tiene 14 balones de rugby ¿Cuantos balones hay en total?,Suma
Roberto tiene 66 balones de tenis y Celeste tiene 45 balones de futbol ¿Cuantos balones hay en total?,Suma
jose tiene 88 lapices y excluye 88 lapices ¿Cuantos le queda?,Resta
Roberto tiene 22 balones de basquet y Julio tiene 31 balones de futbol ¿Cuantos balones hay en total?,Suma
hay 94 niños en clase y se van 47 ¿Cuantos niños quedan?,Resta
hay 90 niños en clase y se van 68 ¿Cuantos niños quedan?,Resta
hay 91 niños en clase y se van 27 ¿Cuantos niños quedan?,Resta
un profesor tiene 31 carteras y suma 75 carteras ¿Cuantos hay en total?,Suma
un camarero tiene 53 pajaros y le dan 44 pajaros ¿Cuantos tienen entre los dos?,Suma
Lorena tiene 68 peras y Francisco tiene 71 sandias ¿Cuantos frutas hay en total?,Suma
un cirujano tiene 98 coches y con una diferencia 88 coches ¿Cuanto queda?,Resta
un mecanico tiene 65 carteras y con una diferencia 52 carteras ¿Cuantos le queda?,Resta
un profesor tiene 83 animales y le entregan 51 animales ¿Cuantos hay en total?,Suma
profesor tiene 89 piedras y le quitan 33 piedras ¿Cuantos tiene al final?,Resta
hay 25 pajaros en un arbol y se van volando 12 ¿Cuantos pajaros quedan?,Resta
Una azafata tiene 83 carteras y resta 78 carteras ¿Cuanto queda?,Resta
Lucas tiene 88 peras y Pablo tiene 35 platano ¿Cuantos frutas hay en total?,Suma
Pedro tiene 90 coco y Roberto tiene 98 manzanas ¿Cuantos frutas hay en total?,Suma
un camarero tiene 87 piedras y excluye 69 piedras ¿Cuanto queda?,Resta
un albañil tiene 61 canicas y resta 22 canicas ¿Cuantos le queda?,Resta
hay 17 tortillas en una mesa y se comen 39 ¿Cuantos tortillas quedan?,Resta
piloto tiene 67 frutas y le quitan 14 frutas ¿Cuantos tiene al final?,Resta
pablito  tiene 9 coches y incluye 17 coches ¿Cuantos tienen entre los dos?,Suma
un bombero tiene 90 animales y excluye 12 animales ¿Cuantos le queda?,Resta
fontanero tiene 57 piedras y añade 46 piedras ¿Cuantos hay al final ?,Suma
Francisco tiene 99 balones de futbol y Cesar tiene 83 balones de futbol ¿Cuantos balones hay en total?,Suma
una actriz tiene 96 unidades y le extraen 39 unidades ¿Cuantos le queda?,Resta
hay 62 pajaros en un arbol y se van volando 52 ¿Cuantos pajaros quedan?,Resta
Gustavo tiene 13 sandias y Celeste tiene 86 platano ¿Cuantos frutas hay en total?,Suma
Un carpitero tiene 3 canicas y le entregan 20 canicas ¿Cuantos hay al final ?,Suma
hay 69 niños en clase y se van 49 ¿Cuantos niños quedan?,Resta
un albañil tiene 89 animales y excluye 80 animales ¿Cuantos le queda?,Resta
Celeste tiene 92 balones de tenis y Ana tiene 45 balones de voley ¿Cuantos balones hay en total?,Suma
pablito  tiene 100 relojes y le extraen 39 relojes ¿Cuantos le queda?,Resta
un mecanico tiene 16 canicas y le dan 96 canicas ¿Cuantos hay en total?,Suma
Pablo tiene 100 balones de voley y Francisco tiene 84 balones de basquet ¿Cuantos balones hay en total?,Suma
un mecanico tiene 73 carteras y le dan 11 carteras ¿Cuantos hay al final ?,Suma
ingeniero tiene 46 frutas y con una diferencia 25 frutas ¿Cuanto queda?,Resta
hay 23 tortillas en una mesa y se comen 56 ¿Cuantos tortillas quedan?,Resta
hay 4 tortillas en una mesa y se comen 36 ¿Cuantos tortillas quedan?,Resta
un actor tiene 77 sillas y suma 50 sillas ¿Cuantos hay al final ?,Suma
Pablo tiene 80 uvas y Cesar tiene 66 toronjas ¿Cuantos frutas hay en total?,Suma
Lucas tiene 65 balones de voley y Ana tiene 22 balones de tenis ¿Cuantos balones hay en total?,Suma
Cesar tiene 77 balones de voley y Roberto tiene 59 balones de tenis ¿Cuantos balones hay en total?,Suma
un albañil tiene 84 sillas y excluye 44 sillas ¿Cuanto queda?,Resta
hay 14 niños en clase y se van 62 ¿Cuantos niños quedan?,Resta
Juan tiene 25 toronjas y Julio tiene 41 papayas ¿Cuantos frutas hay en total?,Suma
Juan tiene 27 sandias y Cesar tiene 41 papayas ¿Cuantos frutas hay en total?,Suma
hay 44 niños en clase y se van 22 ¿Cuantos niños quedan?,Resta
un albañil tiene 59 canicas y le quitan 15 canicas ¿Cuantos tiene al final?,Resta
hay 58 pajaros en un arbol y se van volando 3 ¿Cuantos pajaros quedan?,Resta
profesor tiene 53 relojes y le extraen 25 relojes ¿Cuanto queda?,Resta
hay 6 niños en clase y se van 46 ¿Cuantos niños quedan?,Resta
Pedro tiene 66 toronjas y Ana tiene 24 peras ¿Cuantos frutas hay en total?,Suma
un policia tiene 86 teles y le entregan 57 teles ¿Cuantos tienen entre los dos?,Suma
programador tiene 86 sillas y le entregan 92 sillas ¿Cuantos hay al final ?,Suma
un perro tiene 76 animales y le entregan 86 animales ¿Cuantos tienen entre los dos?,Suma
Pablo tiene 58 balones de futbol y Celeste tiene 96 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 65 pajaros en un arbol y se van volando 9 ¿Cuantos pajaros quedan?,Resta
medico tiene 30 coches y incluye 73 coches ¿Cuantos hay al final ?,Suma
hay 60 pajaros en un arbol y se van volando 83 ¿Cuantos pajaros quedan?,Resta
cirujano tiene 56 lapices y resta 14 lapices ¿Cuantos tiene al final?,Resta
hay 66 niños en clase y se van 71 ¿Cuantos niños quedan?,Resta
un camarero tiene 36 sillas y le quitan 27 sillas ¿Cuantos tiene al final?,Resta
jose tiene 80 animales y con una diferencia 67 animales ¿Cuanto queda?,Resta
un actor tiene 77 lapices y incluye 45 lapices ¿Cuantos hay en total?,Suma
un policia tiene 82 piedras y añade 79 piedras ¿Cuantos tienen entre los dos?,Suma
hay 17 tortillas en una mesa y se comen 17 ¿Cuantos tortillas quedan?,Resta
piloto tiene 14 animales y le dan 78 animales ¿Cuantos hay en total?,Suma
Francisco tiene 15 toronjas y Roberto tiene 4 toronjas ¿Cuantos frutas hay en total?,Suma
cirujano tiene 49 unidades y excluye 3 unidades ¿Cuantos le queda?,Resta
un policia tiene 99 unidades y le quitan 69 unidades ¿Cuantos tiene al final?,Resta
un bombero tiene 48 lapices y con una diferencia 10 lapices ¿Cuantos le queda?,Resta
paloma tiene 35 unidades y le dan 29 unidades ¿Cuantos tienen entre los dos?,Suma
hay 62 pajaros en un arbol y se van volando 21 ¿Cuantos pajaros quedan?,Resta
un albañil tiene 47 animales y añade 93 animales ¿Cuantos tienen entre los dos?,Suma
Roberto tiene 34 toronjas y Gustavo tiene 97 platano ¿Cuantos frutas hay en total?,Suma
hay 39 pajaros en un arbol y se van volando 41 ¿Cuantos pajaros quedan?,Resta
un mecanico tiene 1 canicas y le entregan 89 canicas ¿Cuantos tienen entre los dos?,Suma
hay 65 niños en clase y se van 21 ¿Cuantos niños quedan?,Resta
piloto tiene 86 canicas y le extraen 1 canicas ¿Cuanto queda?,Resta
un bombero tiene 90 teles y incluye 2 teles ¿Cuantos tienen entre los dos?,Suma
Celeste tiene 51 manzanas y Francisco tiene 24 peras ¿Cuantos frutas hay en total?,Suma
un policia tiene 74 balones y añade 18 balones ¿Cuantos hay en total?,Suma
un obrero tiene 86 canicas y incluye 100 canicas ¿Cuantos tienen entre los dos?,Suma
piloto tiene 40 moviles y resta 26 moviles ¿Cuantos tiene al final?,Resta
pablito  tiene 93 sillas y le entregan 74 sillas ¿Cuantos tienen entre los dos?,Suma
pablito  tiene 23 lapices y con una diferencia 23 lapices ¿Cuantos tiene al final?,Resta
Gustavo tiene 85 coco y Pablo tiene 63 platano ¿Cuantos frutas hay en total?,Suma
un obrero tiene 46 pajaros y le entregan 61 pajaros ¿Cuantos hay al final ?,Suma
cirujano tiene 5 moviles y con una diferencia 5 moviles ¿Cuanto queda?,Resta
hay 55 pajaros en un arbol y se van volando 31 ¿Cuantos pajaros quedan?,Resta
Celeste tiene 53 coco y Julio tiene 81 ciruela ¿Cuantos frutas hay en total?,Suma
programador tiene 90 frutas y le extraen 20 frutas ¿Cuantos le queda?,Resta
Lucas tiene 50 balones de voley y Lorena tiene 76 balones de tenis ¿Cuantos balones hay en total?,Suma
un camarero tiene 25 moviles y incluye 71 moviles ¿Cuantos hay en total?,Suma
programador tiene 74 teles y añade 38 teles ¿Cuantos tienen entre los dos?,Suma
pablito  tiene 49 piedras y le quitan 43 piedras ¿Cuanto queda?,Resta
hay 17 pajaros en un arbol y se van volando 94 ¿Cuantos pajaros quedan?,Resta
perro tiene 23 unidades y le quitan 6 unidades ¿Cuantos tiene al final?,Resta
un profesor tiene 59 pajaros y suma 8 pajaros ¿Cuantos hay al final ?,Suma
un mecanico tiene 65 piedras y con una diferencia 24 piedras ¿Cuantos tiene al final?,Resta
Federico tiene 16 toronjas y Julio tiene 22 sandias ¿Cuantos frutas hay en total?,Suma
programador tiene 39 animales y excluye 31 animales ¿Cuanto queda?,Resta
hay 55 niños en clase y se van 22 ¿Cuantos niños quedan?,Resta
cirujano tiene 82 piedras y le extraen 36 piedras ¿Cuanto queda?,Resta
hay 6 niños en clase y se van 67 ¿Cuantos niños quedan?,Resta
hay 91 tortillas en una mesa y se comen 10 ¿Cuantos tortillas quedan?,Resta
Pedro tiene 52 toronjas y Roberto tiene 19 toronjas ¿Cuantos frutas hay en total?,Suma
Francisco tiene 2 balones de futbol y Cesar tiene 99 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 52 niños en clase y se van 42 ¿Cuantos niños quedan?,Resta
un policia tiene 13 mesas y suma 75 mesas ¿Cuantos tienen entre los dos?,Suma
un cirujano tiene 65 carteras y incluye 26 carteras ¿Cuantos hay al final ?,Suma
Pablo tiene 54 platano y Lorena tiene 45 uvas ¿Cuantos frutas hay en total?,Suma
jose tiene 36 frutas y le quitan 24 frutas ¿Cuantos le queda?,Resta
un albañil tiene 99 unidades y suma 88 unidades ¿Cuantos tienen entre los dos?,Suma
un albañil tiene 98 carteras y le quitan 41 carteras ¿Cuantos le queda?,Resta
Cesar tiene 27 manzanas y Lorena tiene 2 coco ¿Cuantos frutas hay en total?,Suma
hay 89 niños en clase y se van 80 ¿Cuantos niños quedan?,Resta
fontanero tiene 56 carteras y resta 22 carteras ¿Cuanto queda?,Resta
hay 2 tortillas en una mesa y se comen 74 ¿Cuantos tortillas quedan?,Resta
Francisco tiene 28 papayas y Julio tiene 97 sandias ¿Cuantos frutas hay en total?,Suma
hay 5 pajaros en un arbol y se van volando 29 ¿Cuantos pajaros quedan?,Resta
una actriz tiene 43 unidades y le extraen 20 unidades ¿Cuantos tiene al final?,Resta
programador tiene 33 balones y le entregan 79 balones ¿Cuantos hay al final ?,Suma
Lorena tiene 66 balones de futbol y Julio tiene 4 balones de tenis ¿Cuantos balones hay en total?,Suma
un obrero tiene 34 frutas y le entregan 74 frutas ¿Cuantos tienen entre los dos?,Suma
un policia tiene 30 lapices y incluye 13 lapices ¿Cuantos tienen entre los dos?,Suma
cirujano tiene 54 relojes y le entregan 7 relojes ¿Cuantos hay en total?,Suma
Gustavo tiene 32 balones de tenis y Pablo tiene 21 balones de basquet ¿Cuantos balones hay en total?,Suma
jose tiene 72 lapices y incluye 32 lapices ¿Cuantos hay al final ?,Suma
hay 77 niños en clase y se van 100 ¿Cuantos niños quedan?,Resta
perro tiene 38 piedras y añade 10 piedras ¿Cuantos hay al final ?,Suma
hay 1 tortillas en una mesa y se comen 99 ¿Cuantos tortillas quedan?,Resta
Enrique tiene 39 teles y con una diferencia 34 teles ¿Cuantos tiene al final?,Resta
Federico tiene 97 balones de basquet y Pedro tiene 36 balones de tenis ¿Cuantos balones hay en total?,Suma
un camarero tiene 41 lapices y excluye 6 lapices ¿Cuantos le queda?,Resta
hay 13 tortillas en una mesa y se comen 67 ¿Cuantos tortillas quedan?,Resta
Federico tiene 56 balones de voley y Juan tiene 59 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 97 niños en clase y se van 32 ¿Cuantos niños quedan?,Resta
un cirujano tiene 34 lapices y excluye 7 lapices ¿Cuantos tiene al final?,Resta
un bombero tiene 86 animales y excluye 50 animales ¿Cuantos tiene al final?,Resta
perro tiene 84 mesas y resta 30 mesas ¿Cuanto queda?,Resta
Julio tiene 19 balones de rugby y Cesar tiene 87 balones de rugby ¿Cuantos balones hay en total?,Suma
paloma tiene 87 animales y le extraen 10 animales ¿Cuantos le queda?,Resta
hay 7 tortillas en una mesa y se comen 16 ¿Cuantos tortillas quedan?,Resta
Federico tiene 39 balones de basquet y Julio tiene 48 balones de tenis ¿Cuantos balones hay en total?,Suma
Celeste tiene 93 melocotones y Gustavo tiene 70 coco ¿Cuantos frutas hay en total?,Suma
Julio tiene 96 coco y Cesar tiene 3 uvas ¿Cuantos frutas hay en total?,Suma
Juan tiene 87 melocotones y Ana tiene 12 uvas ¿Cuantos frutas hay en total?,Suma
hay 83 tortillas en una mesa y se comen 32 ¿Cuantos tortillas quedan?,Resta
hay 32 tortillas en una mesa y se comen 44 ¿Cuantos tortillas quedan?,Resta
Pedro tiene 2 balones de basquet y Pablo tiene 63 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 36 tortillas en una mesa y se comen 59 ¿Cuantos tortillas quedan?,Resta
pablito  tiene 34 carteras y añade 75 carteras ¿Cuantos hay al final ?,Suma
Un carpitero tiene 37 teles y le dan 24 teles ¿Cuantos hay al final ?,Suma
Lorena tiene 17 manzanas y Francisco tiene 66 sandias ¿Cuantos frutas hay en total?,Suma
Pablo tiene 22 balones de futbol y Francisco tiene 2 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 33 pajaros en un arbol y se van volando 77 ¿Cuantos pajaros quedan?,Resta
profesor tiene 76 carteras y suma 71 carteras ¿Cuantos hay al final ?,Suma
Lorena tiene 76 balones de futbol y Pedro tiene 56 balones de voley ¿Cuantos balones hay en total?,Suma
Un carpitero tiene 89 teles y con una diferencia 45 teles ¿Cuantos le queda?,Resta
Francisco tiene 19 platano y Juan tiene 92 peras ¿Cuantos frutas hay en total?,Suma
hay 41 pajaros en un arbol y se van volando 92 ¿Cuantos pajaros quedan?,Resta
Cesar tiene 12 balones de rugby y Ana tiene 13 balones de voley ¿Cuantos balones hay en total?,Suma
cirujano tiene 38 animales y con una diferencia 17 animales ¿Cuantos tiene al final?,Resta
fontanero tiene 69 lapices y suma 6 lapices ¿Cuantos hay en total?,Suma
un bombero tiene 92 mesas y resta 18 mesas ¿Cuanto queda?,Resta
un camarero tiene 23 relojes y añade 18 relojes ¿Cuantos hay al final ?,Suma
perro tiene 74 balones y con una diferencia 40 balones ¿Cuanto queda?,Resta
pablito  tiene 72 balones y excluye 48 balones ¿Cuantos tiene al final?,Resta
profesor tiene 82 relojes y le quitan 24 relojes ¿Cuantos le queda?,Resta
Julio tiene 48 balones de voley y Pedro tiene 71 balones de voley ¿Cuantos balones hay en total?,Suma
Lucas tiene 77 balones de basquet y Pablo tiene 34 balones de futbol ¿Cuantos balones hay en total?,Suma
hay 82 pajaros en un arbol y se van volando 32 ¿Cuantos pajaros quedan?,Resta
hay 57 niños en clase y se van 41 ¿Cuantos niños quedan?,Resta
un camarero tiene 92 coches y con una diferencia 28 coches ¿Cuanto queda?,Resta
fontanero tiene 3 balones y añade 75 balones ¿Cuantos hay al final ?,Suma
perro tiene 77 pajaros y con una diferencia 66 pajaros ¿Cuantos tiene al final?,Resta
un albañil tiene 51 coches y le extraen 4 coches ¿Cuanto queda?,Resta
una actriz tiene 7 animales y incluye 6 animales ¿Cuantos hay en total?,Suma
medico tiene 4 frutas y suma 3 frutas ¿Cuantos hay en total?,Suma
hay 62 pajaros en un arbol y se van volando 31 ¿Cuantos pajaros quedan?,Resta
un perro tiene 59 teles y le extraen 39 teles ¿Cuantos le queda?,Resta
Lucas tiene 37 melocotones y Juan tiene 82 platano ¿Cuantos frutas hay en total?,Suma
hay 98 niños en clase y se van 71 ¿Cuantos niños quedan?,Resta
un profesor tiene 25 carteras y le dan 8 carteras ¿Cuantos hay al final ?,Suma
un albañil tiene 44 canicas y le extraen 3 canicas ¿Cuantos le queda?,Resta
un policia tiene 78 teles y con una diferencia 11 teles ¿Cuantos tiene al final?,Resta
Enrique tiene 61 pajaros y incluye 5 pajaros ¿Cuantos hay al final ?,Suma
Lucas tiene 40 platano y Pablo tiene 26 peras ¿Cuantos frutas hay en total?,Suma
Cesar tiene 73 balones de voley y Federico tiene 5 balones de basquet ¿Cuantos balones hay en total?,Suma
Un carpitero tiene 96 balones y le quitan 85 balones ¿Cuantos le queda?,Resta
Roberto tiene 84 ciruela y Lorena tiene 65 toronjas ¿Cuantos frutas hay en total?,Suma
un perro tiene 64 teles y le quitan 61 teles ¿Cuanto queda?,Resta
hay 81 niños en clase y se van 84 ¿Cuantos niños quedan?,Resta
hay 42 pajaros en un arbol y se van volando 38 ¿Cuantos pajaros quedan?,Resta
Pedro tiene 31 balones de rugby y Pablo tiene 52 balones de futbol ¿Cuantos balones hay en total?,Suma
programador tiene 75 lapices y le extraen 66 lapices ¿Cuanto queda?,Resta
Roberto tiene 33 ciruela y Lucas tiene 16 uvas ¿Cuantos frutas hay en total?,Suma
un actor tiene 54 piedras y añade 93 piedras ¿Cuantos tienen entre los dos?,Suma
un albañil tiene 4 sillas y incluye 76 sillas ¿Cuantos hay en total?,Suma
hay 56 pajaros en un arbol y se van volando 76 ¿Cuantos pajaros quedan?,Resta
perro tiene 45 balones y añade 60 balones ¿Cuantos tienen entre los dos?,Suma
Lucas tiene 71 balones de voley y Celeste tiene 56 balones de rugby ¿Cuantos balones hay en total?,Suma
Julio tiene 83 peras y Federico tiene 70 papayas ¿Cuantos frutas hay en total?,Suma
un albañil tiene 32 canicas y incluye 58 canicas ¿Cuantos hay al final ?,Suma
hay 56 pajaros en un arbol y se van volando 76 ¿Cuantos pajaros quedan?,Resta
hay 81 pajaros en un arbol y se van volando 77 ¿Cuantos pajaros quedan?,Resta
Ana tiene 38 papayas y Francisco tiene 12 ciruela ¿Cuantos frutas hay en total?,Suma
jose tiene 63 carteras y le dan 66 carteras ¿Cuantos hay en total?,Suma
un perro tiene 37 relojes y suma 78 relojes ¿Cuantos hay en total?,Suma
Cesar tiene 55 peras y Lorena tiene 95 manzanas ¿Cuantos frutas hay en total?,Suma
un actor tiene 31 balones y le quitan 10 balones ¿Cuanto queda?,Resta
un actor tiene 22 piedras y le dan 45 piedras ¿Cuantos hay en total?,Suma
un obrero tiene 57 frutas y le extraen 6 frutas ¿Cuanto queda?,Resta
hay 54 niños en clase y se van 68 ¿Cuantos niños quedan?,Resta
un albañil tiene 21 mesas y le entregan 80 mesas ¿Cuantos tienen entre los dos?,Suma
